education,education-num,age,fnlwgt,hours-per-week,capital-loss,capital-gain
9,12,23,4213,39,46,0
4,2,30,7956,19,0,0
11,8,36,17031,39,0,0
9,12,36,7640,59,0,0
9,12,16,17576,51,20,0
9,12,7,14768,19,0,0
15,9,17,12750,39,0,0
11,8,29,9517,49,0,0
15,9,12,14705,59,0,0
1,6,44,8505,31,0,0
11,8,14,5168,39,0,0
11,8,12,21644,39,0,0
11,8,25,12272,39,0,0
15,9,33,11200,39,0,0
11,8,17,10647,39,0,0
5,3,22,10215,39,0,0
3,1,57,3327,19,0,0
15,9,23,15105,39,0,0
14,14,58,18554,49,61,0
9,12,23,2096,39,0,0
1,6,19,374,39,0,0
9,12,44,5233,39,0,0
1,6,25,9188,21,0,0
9,12,11,11761,39,0,0
15,9,2,2123,17,0,0
7,11,19,17750,31,0,0
8,10,16,8580,39,0,0
15,9,33,18234,39,8,0
7,11,30,8747,39,0,108
11,8,31,13212,32,0,0
11,8,43,9559,39,0,0
12,13,13,18117,29,0,0
9,12,15,4186,49,0,0
12,13,28,8496,34,50,0
15,9,34,3620,39,0,0
6,4,36,13003,72,0,0
12,13,17,13011,39,0,0
12,13,31,20321,39,0,0
11,8,51,5862,44,0,0
7,11,15,18048,49,0,0
11,8,46,10501,3,0,0
11,8,14,15314,39,0,0
9,12,41,8093,19,0,0
7,11,15,6031,59,0,0
9,12,15,8204,39,0,0
9,12,23,5267,76,0,0
9,12,33,5972,54,0,118
0,5,21,5138,39,0,0
11,8,13,16400,39,0,0
11,8,4,12245,39,0,0
9,12,11,11645,39,20,0
11,8,46,10695,47,0,0
7,11,15,13088,35,8,0
11,8,8,18929,44,0,0
15,9,42,15994,39,0,0
8,10,5,13738,9,0,0
15,9,32,6948,39,0,0
9,12,19,11472,39,0,0
11,8,14,16238,29,0,0
15,9,29,3495,29,0,0
14,14,20,16862,59,0,0
9,12,31,10782,39,0,0
15,9,26,14407,43,32,0
11,8,24,13520,39,0,0
11,8,37,305,39,0,58
15,9,19,15261,3,0,0
9,12,12,119,39,0,0
11,8,49,872,39,70,0
14,14,42,9289,49,0,0
9,12,45,9133,39,0,0
0,5,12,17161,39,0,0
9,12,11,11794,44,0,0
9,12,10,505,59,46,0
11,8,25,2932,39,0,0
8,10,43,1112,45,0,0
12,13,41,5181,49,0,0
15,9,10,6480,39,0,0
11,8,28,14414,39,0,0
15,9,33,9671,39,0,0
15,9,26,8253,39,0,0
14,14,22,14322,49,0,0
15,9,4,18429,19,0,0
11,8,7,12365,68,0,0
14,14,42,2499,29,0,0
11,8,19,11026,39,0,0
15,9,55,2598,3,0,0
12,13,18,18878,64,0,0
15,9,16,9669,39,0,0
11,8,13,6438,44,0,0
8,10,23,5930,49,0,0
15,9,9,3442,54,0,0
8,10,20,9736,39,0,0
15,9,51,12570,19,0,0
9,12,28,176,69,0,0
11,8,39,14733,39,0,0
11,8,19,7758,39,0,0
9,12,33,13755,49,0,91
8,10,21,13504,39,0,0
9,12,12,1920,40,0,0
11,8,11,14347,27,0,0
15,9,22,6303,49,0,0
9,12,9,258,39,0,0
15,9,35,20802,64,0,0
9,12,35,11814,39,0,0
11,8,67,6510,12,0,0
15,9,16,6777,9,0,0
14,14,29,4049,49,0,108
11,8,13,8890,34,0,0
9,12,21,1115,39,0,0
11,8,49,7063,7,0,0
12,13,45,16579,39,0,0
9,12,14,21184,39,46,0
9,12,14,7382,39,0,0
11,8,22,15117,39,0,42
11,8,43,7503,49,0,0
9,12,10,15787,39,0,0
8,10,20,4072,39,0,0
15,9,21,6679,39,0,0
11,8,8,16969,39,0,0
11,8,31,6392,39,0,0
9,12,25,10924,49,0,0
12,13,28,11510,49,0,0
15,9,5,12795,39,0,0
11,8,33,5908,39,0,0
11,8,4,1542,39,0,0
15,9,27,4000,39,0,0
11,8,43,2482,49,45,0
15,9,4,4507,5,0,0
11,8,34,10189,47,0,0
11,8,13,19483,39,0,0
7,11,29,20088,39,0,0
8,10,26,201,44,0,0
11,8,40,8356,47,0,0
12,13,31,4680,39,47,0
9,12,22,5239,39,0,94
11,8,51,12288,39,0,35
15,9,16,10834,23,0,0
11,8,5,18305,39,0,69
1,6,1,7852,6,0,0
11,8,11,14213,49,0,0
12,13,15,512,39,0,0
11,8,39,811,41,0,0
11,8,19,20118,49,0,0
15,9,17,12644,54,0,0
11,8,1,7351,39,34,0
0,5,22,20360,39,23,0
9,12,8,16392,39,0,0
15,9,10,2383,34,0,0
12,13,39,1556,59,45,0
11,8,16,14535,39,0,0
10,15,32,3486,59,0,0
11,8,27,4213,79,0,0
1,6,13,21125,44,0,0
11,8,10,9056,49,0,0
9,12,8,12617,39,0,0
9,12,13,17983,39,0,0
7,11,21,3828,39,0,0
11,8,21,21586,39,0,0
15,9,29,8122,39,0,0
11,8,20,20635,19,0,0
11,8,45,8752,39,0,0
11,8,38,17170,39,0,0
11,8,30,6632,39,0,0
11,8,28,3146,13,0,0
11,8,33,16116,39,0,0
11,8,19,6349,39,0,0
11,8,28,10403,19,0,0
11,8,6,1614,37,0,0
7,11,20,6038,49,0,94
10,15,21,4220,54,0,0
15,9,10,21538,39,0,0
9,12,12,5757,49,0,0
12,13,28,10684,39,0,0
11,8,24,14630,54,46,0
15,9,21,6998,19,0,0
9,12,10,4484,39,0,0
15,9,34,14103,39,0,0
11,8,27,18442,39,0,0
12,13,16,21536,39,0,0
11,8,11,12855,39,0,118
9,12,15,918,44,0,0
12,13,26,12308,54,0,0
11,8,28,9053,39,0,0
7,11,35,17936,39,0,91
11,8,7,15218,34,0,0
15,9,2,6463,39,0,0
8,10,30,20737,39,0,0
10,15,36,1200,49,0,105
9,12,14,10617,39,0,0
8,10,13,12757,39,0,0
11,8,39,17584,39,0,0
9,12,32,6259,39,0,0
11,8,21,4429,39,0,0
15,9,2,7353,17,0,0
8,10,22,4533,39,0,0
11,8,21,4133,39,0,0
11,8,30,17008,54,0,0
1,6,41,12409,39,0,0
11,8,10,11822,39,0,25
12,13,42,10088,39,0,0
9,12,7,1182,46,0,0
8,10,25,18926,39,0,34
12,13,36,5814,59,0,0
11,8,18,13721,49,0,0
11,8,19,6375,39,0,0
11,8,9,16136,39,0,0
6,4,16,6502,47,0,0
15,9,12,3498,39,0,0
1,6,26,7126,39,0,0
9,12,18,2827,49,0,108
9,12,31,5082,35,0,0
12,13,28,11832,39,0,0
11,8,26,6213,39,0,0
6,4,10,912,29,0,0
5,3,4,20798,39,0,0
11,8,46,8260,3,0,0
15,9,22,685,39,0,108
9,12,35,12189,54,0,108
9,12,24,2500,39,0,0
11,8,31,8176,68,0,94
1,6,10,10759,34,0,0
11,8,36,17551,39,10,0
7,11,16,16101,49,0,0
0,5,20,9167,34,0,0
15,9,1,9535,39,0,0
10,15,26,13795,23,0,0
15,9,3,5761,39,0,0
14,14,30,20121,49,0,0
11,8,19,6919,68,0,0
11,8,24,9890,44,46,0
5,3,50,3952,39,0,17
9,12,21,17979,39,0,0
12,13,30,16123,24,0,0
8,10,22,18666,39,0,0
9,12,17,13909,34,17,0
11,8,19,2636,34,0,0
15,9,7,7624,39,0,0
11,8,33,1735,79,0,0
11,8,4,14611,29,0,6
6,4,4,13725,49,0,0
11,8,23,13631,39,0,0
15,9,2,19856,24,0,0
11,8,21,7257,39,0,0
8,10,17,15827,49,0,0
15,9,27,16818,49,0,0
7,11,3,7829,24,0,0
11,8,27,13458,54,20,0
11,8,32,1352,9,0,3
7,11,28,2988,49,0,0
11,8,7,14699,39,0,0
11,8,17,11199,39,0,0
11,8,41,7272,69,0,0
11,8,22,15433,44,0,0
11,8,5,1747,39,0,0
9,12,21,16922,31,0,0
14,14,15,1198,49,0,108
11,8,28,10920,47,0,0
11,8,6,17433,44,0,0
7,11,18,5588,44,0,0
15,9,35,17694,44,0,0
15,9,38,20091,39,0,0
11,8,6,19798,39,0,0
9,12,5,482,24,0,43
11,8,10,4779,39,0,0
7,11,7,9375,14,0,0
15,9,4,17739,39,0,0
9,12,32,12597,34,0,0
2,7,15,5841,39,0,0
15,9,47,7454,23,0,0
11,8,20,374,49,0,0
5,3,44,12253,39,0,0
11,8,27,3386,39,0,0
11,8,36,17927,51,0,0
12,13,26,20928,49,0,0
10,15,43,15344,39,47,0
15,9,6,17364,39,0,0
12,13,8,16190,39,0,0
11,8,12,7810,39,0,0
9,12,34,3119,54,0,0
3,1,30,19519,11,0,0
11,8,3,3476,39,0,0
1,6,8,5610,39,0,79
0,5,10,13256,39,0,0
11,8,6,12619,39,0,0
11,8,1,18050,26,0,0
5,3,6,16490,31,0,0
11,8,42,14594,59,0,0
11,8,29,13426,36,0,0
5,3,49,17112,39,0,0
12,13,29,6008,37,0,0
1,6,19,13878,22,0,0
11,8,27,12443,39,0,0
1,6,0,2496,19,0,0
15,9,10,2288,44,0,0
15,9,15,11068,39,0,0
11,8,36,4450,39,0,0
15,9,5,4655,92,0,0
7,11,13,9887,39,0,0
9,12,30,13512,29,53,0
15,9,51,13781,39,0,0
11,8,22,4571,39,0,0
9,12,5,12977,39,0,0
5,3,45,8531,39,0,85
11,8,3,10098,34,0,0
11,8,4,16870,37,0,0
8,10,17,14442,49,0,0
11,8,13,18352,72,0,0
15,9,8,6708,39,0,0
11,8,6,12727,20,0,0
9,12,23,7793,39,0,0
11,8,9,3050,39,0,0
8,10,40,115,39,0,0
8,10,19,17217,59,0,0
15,9,26,2862,39,0,0
9,12,32,12176,39,0,0
11,8,41,18670,39,0,0
15,9,15,10106,39,0,0
11,8,42,5034,44,0,0
9,12,25,9179,39,0,0
9,12,20,2754,39,0,0
14,14,23,9096,44,0,108
11,8,30,2470,39,0,0
9,12,39,19587,44,0,0
11,8,13,18312,39,0,0
11,8,25,1181,34,0,0
11,8,4,15887,39,0,0
11,8,4,6443,39,0,0
11,8,30,8424,39,0,0
15,9,5,599,19,0,0
7,11,18,16315,39,0,106
1,6,24,8174,39,0,0
9,12,26,8135,52,0,0
15,9,43,2897,54,0,0
5,3,56,168,29,0,0
9,12,72,3199,39,0,0
11,8,45,5987,37,0,0
11,8,11,14269,39,0,0
15,9,28,1696,39,0,0
11,8,2,16631,44,0,0
11,8,13,18116,34,0,0
2,7,2,17458,51,0,0
15,9,6,21474,76,0,27
9,12,5,17263,9,0,0
11,8,2,17139,27,0,0
7,11,28,13408,39,57,0
11,8,9,6897,24,0,0
0,5,25,10603,39,0,118
11,8,45,8513,34,0,0
0,5,44,4778,39,0,0
9,12,17,770,59,20,0
11,8,5,8797,52,0,0
12,13,39,4699,39,0,0
15,9,15,14984,39,0,0
15,9,7,7365,39,0,0
11,8,9,13783,39,0,0
11,8,15,1445,44,31,0
7,11,41,12873,39,45,0
7,11,8,6743,34,0,0
15,9,6,12052,24,0,0
15,9,6,3315,39,0,0
15,9,37,14909,39,0,0
15,9,11,17177,34,0,0
9,12,18,2035,39,0,0
15,9,13,8339,24,0,0
2,7,6,12904,39,0,0
15,9,25,14938,49,0,0
0,5,55,645,19,0,0
11,8,4,4125,39,0,0
9,12,20,17462,39,0,0
11,8,37,13896,39,0,0
12,13,41,6051,44,51,0
9,12,15,5517,39,0,0
15,9,48,525,14,0,0
9,12,5,16348,44,0,0
9,12,35,16914,39,0,0
0,5,48,11066,19,0,0
11,8,16,699,34,0,0
11,8,18,5137,64,0,86
15,9,10,17885,39,0,0
11,8,17,17823,41,0,0
11,8,36,8372,68,0,0
0,5,6,2013,39,0,0
10,15,26,14585,39,0,0
8,10,41,15922,39,0,64
0,5,21,7800,39,89,0
11,8,9,12636,49,0,0
9,12,43,6447,49,0,0
11,8,11,19606,49,32,0
11,8,16,20489,29,0,0
15,9,12,17524,39,0,0
10,15,37,11508,49,0,0
5,3,24,17397,35,0,0
15,9,46,10658,49,0,0
11,8,14,8391,26,0,0
9,12,6,18651,24,0,0
15,9,14,21508,39,0,0
14,14,24,17016,44,0,0
11,8,34,20507,39,0,0
15,9,42,15245,39,0,0
15,9,6,21384,44,0,0
15,9,7,11259,44,0,0
11,8,50,7063,19,0,0
11,8,48,12513,34,0,0
9,12,30,12582,39,0,0
11,8,4,20743,39,0,0
5,3,21,20238,39,0,0
9,12,38,2782,39,0,0
12,13,22,3819,39,0,15
11,8,7,2904,49,0,0
11,8,7,53,39,0,0
15,9,21,17309,39,0,91
11,8,2,5369,23,0,0
11,8,15,13455,49,0,0
15,9,46,10501,59,0,0
15,9,1,11926,29,0,0
15,9,19,2213,44,0,0
9,12,24,12802,39,0,86
15,9,40,559,39,0,0
11,8,31,297,39,0,0
11,8,27,14585,39,18,0
15,9,8,8541,39,0,0
2,7,31,5644,49,0,0
15,9,3,3343,7,0,0
11,8,57,7518,54,0,0
11,8,27,13280,39,0,0
15,9,9,10673,39,0,0
11,8,37,17479,39,0,0
11,8,22,13449,47,0,0
15,9,21,62,39,0,93
0,5,1,13648,39,0,0
12,13,15,11740,39,0,0
15,9,7,4685,39,0,0
6,4,2,17729,34,0,0
11,8,11,11927,39,0,0
11,8,11,15227,29,0,0
11,8,32,474,39,0,0
9,12,33,18400,39,0,0
11,8,46,11523,39,0,0
11,8,41,7066,49,0,0
11,8,51,6725,14,0,0
15,9,24,20148,39,0,0
11,8,4,12639,39,0,0
15,9,10,14490,49,0,50
9,12,7,20662,39,0,0
9,12,33,12076,39,0,0
15,9,30,18433,43,0,0
11,8,47,8512,39,0,97
11,8,37,5913,39,0,0
9,12,11,2354,29,0,0
12,13,9,9361,39,0,0
9,12,18,9653,41,0,0
11,8,31,5496,14,0,43
7,11,33,9057,39,0,65
11,8,22,11219,39,0,0
9,12,29,11953,44,0,0
15,9,24,4329,47,0,0
5,3,7,7064,39,0,38
11,8,40,8542,39,0,0
11,8,15,8901,39,0,0
7,11,24,13450,49,0,0
11,8,38,18683,39,0,0
8,10,24,16387,76,0,0
5,3,52,8463,39,0,47
11,8,5,4872,39,0,0
11,8,28,11961,39,0,65
11,8,16,13336,39,0,0
15,9,40,18520,39,0,0
9,12,21,3411,64,47,0
11,8,23,13323,49,0,0
15,9,31,18552,39,0,0
15,9,21,14116,34,0,0
9,12,9,17810,59,0,0
11,8,7,8831,39,0,0
11,8,18,9444,19,0,0
15,9,20,17794,72,0,79
11,8,25,1969,39,0,0
11,8,20,3795,39,0,0
11,8,20,13388,49,0,0
12,13,11,10208,76,0,0
11,8,5,9791,39,0,0
1,6,7,10727,39,0,0
15,9,28,18577,39,0,0
11,8,12,20468,49,0,0
15,9,6,18140,24,0,0
9,12,7,6370,39,0,0
7,11,8,6797,39,0,0
11,8,41,18743,31,0,0
8,10,11,600,59,0,0
11,8,41,5434,34,0,0
1,6,1,11434,15,0,0
5,3,42,15458,39,0,0
11,8,22,13597,39,0,0
15,9,36,17922,49,0,0
14,14,37,14521,64,0,0
11,8,34,9967,49,0,0
12,13,42,8484,54,0,91
11,8,25,8550,39,0,0
15,9,19,21154,39,0,0
15,9,20,11316,59,0,0
15,9,15,339,39,0,0
11,8,21,12436,49,0,0
11,8,2,18287,29,0,0
9,12,38,6681,47,0,0
11,8,13,19433,39,0,0
15,9,10,8130,49,0,0
11,8,48,12810,24,0,0
9,12,27,18957,4,0,0
4,2,6,8120,49,0,0
9,12,15,6426,49,0,0
11,8,43,10984,19,0,0
11,8,11,7738,39,0,0
11,8,27,5963,39,0,0
11,8,12,16322,15,0,0
11,8,40,16233,39,0,0
15,9,24,4213,59,0,0
1,6,17,16200,59,0,0
15,9,27,11449,41,0,0
9,12,27,11317,39,0,0
3,1,40,6380,21,0,0
9,12,20,1115,29,0,0
9,12,18,4451,15,0,0
12,13,34,7433,49,0,118
15,9,10,6598,44,0,0
15,9,24,18021,39,0,50
9,12,11,13054,7,0,0
10,15,20,7243,59,0,0
15,9,1,1604,7,0,0
5,3,7,13731,19,0,0
2,7,36,2849,39,0,0
11,8,23,6945,47,51,0
15,9,37,7820,59,0,0
15,9,5,19184,39,0,0
0,5,27,15658,29,0,0
15,9,26,11190,44,0,0
9,12,41,14614,19,0,0
9,12,42,4062,44,0,0
9,12,14,15451,44,0,0
11,8,18,17646,39,0,0
0,5,0,7767,19,0,0
15,9,28,4026,31,0,0
15,9,23,20204,39,0,0
11,8,18,570,44,0,0
9,12,8,1515,44,0,0
11,8,41,13879,39,0,0
15,9,22,435,49,0,0
3,1,52,16095,33,0,0
11,8,6,20839,53,0,0
9,12,15,10220,39,0,0
7,11,31,5423,43,0,0
9,12,24,5247,39,0,0
6,4,57,12119,9,0,0
9,12,26,4853,49,0,0
15,9,1,12024,19,34,0
9,12,7,17828,39,0,0
15,9,41,7576,31,0,0
12,13,37,5377,39,0,0
5,3,43,11336,39,0,0
15,9,11,20756,39,0,0
11,8,24,13450,39,0,0
15,9,45,1802,34,0,0
15,9,10,17142,39,0,0
15,9,13,11506,19,0,0
9,12,46,9294,34,0,0
11,8,16,21151,49,0,53
11,8,17,15767,44,0,0
6,4,3,6533,39,0,0
11,8,34,12099,39,0,0
0,5,4,14337,24,0,0
11,8,33,502,39,0,0
11,8,26,13458,39,0,0
11,8,10,1872,39,0,43
11,8,2,4683,39,0,0
11,8,3,20115,42,0,0
2,7,0,1702,5,0,0
7,11,30,19564,39,0,0
9,12,8,12601,39,0,0
12,13,54,10576,19,0,0
11,8,4,11415,39,0,0
1,6,52,8440,47,0,0
7,11,31,9921,39,0,0
5,3,40,7200,2,25,0
15,9,41,1207,39,76,0
11,8,17,11499,19,0,0
15,9,16,14568,65,0,0
4,2,39,16270,39,0,0
12,13,23,4900,39,0,0
11,8,11,13619,31,0,0
12,13,25,18663,39,0,0
15,9,2,6655,19,0,0
8,10,24,7954,39,0,53
11,8,11,8001,34,0,0
0,5,23,19793,34,0,0
15,9,6,3622,29,0,0
11,8,29,12992,39,0,0
12,13,22,7759,49,0,0
9,12,22,5108,49,45,0
11,8,28,6513,39,0,0
15,9,4,1130,34,0,0
15,9,33,3437,39,0,0
11,8,16,18542,39,0,0
1,6,17,5821,39,0,0
11,8,38,9898,31,0,0
11,8,45,10229,39,0,0
9,12,14,13803,39,0,0
6,4,18,21118,39,0,0
11,8,13,15195,39,0,0
15,9,40,15922,49,0,0
11,8,33,7812,54,46,0
11,8,34,16531,49,0,0
11,8,30,19103,44,0,68
9,12,20,5296,44,0,0
5,3,41,16987,39,0,0
9,12,22,1414,49,0,0
15,9,17,18100,39,0,0
11,8,28,10016,37,0,0
15,9,2,6305,39,0,0
9,12,25,11656,39,0,118
8,10,23,9240,39,0,53
14,14,22,12941,49,50,0
12,13,19,12997,39,0,0
11,8,39,3975,34,0,0
15,9,2,5530,14,0,0
15,9,20,19950,39,0,0
11,8,43,3419,39,0,0
11,8,39,7418,39,0,0
5,3,34,4003,46,0,64
9,12,17,6702,35,0,0
15,9,6,14291,9,0,0
11,8,2,6166,29,0,0
11,8,20,21086,39,0,0
9,12,41,18564,39,0,0
1,6,16,16254,34,0,0
9,12,22,16435,39,0,0
11,8,19,5263,39,0,74
9,12,9,2399,39,0,0
8,10,5,9937,35,0,0
12,13,15,4525,39,0,0
1,6,0,13116,14,0,0
15,9,40,20056,39,0,0
5,3,51,5729,19,0,0
11,8,53,17424,39,0,56
11,8,13,5092,39,0,0
15,9,2,21412,14,0,0
11,8,34,3479,39,0,0
15,9,2,17754,29,0,0
11,8,30,3999,39,0,0
9,12,24,19775,54,0,94
15,9,19,3794,39,46,0
15,9,13,15138,39,0,0
11,8,9,8422,44,0,0
9,12,24,11734,19,0,0
15,9,8,18449,44,0,0
6,4,45,7902,39,0,0
12,13,6,18547,39,0,0
9,12,9,6394,9,0,0
11,8,8,12177,39,0,90
9,12,13,6345,44,0,0
11,8,31,1081,39,0,0
11,8,3,20306,39,0,0
15,9,34,11605,14,0,0
15,9,2,10328,9,0,0
11,8,14,19180,39,0,0
9,12,19,10038,49,0,91
15,9,4,16738,39,0,0
11,8,23,17324,39,0,0
1,6,13,17445,39,0,0
15,9,11,1753,39,23,0
6,4,40,6718,39,0,0
1,6,1,13302,14,0,0
11,8,37,13698,39,0,0
11,8,15,9094,39,0,0
12,13,35,11094,39,0,0
11,8,10,10562,39,0,0
9,12,28,12628,47,0,0
15,9,1,7374,19,0,0
11,8,20,11025,34,0,0
11,8,35,19905,39,0,0
6,4,42,18479,49,0,0
8,10,10,21204,39,0,0
11,8,26,5176,39,0,0
15,9,39,565,39,0,0
15,9,27,616,69,0,0
8,10,20,10877,44,0,0
8,10,11,5570,49,0,100
11,8,31,3698,24,0,0
9,12,41,511,49,0,0
11,8,12,13334,44,0,0
7,11,20,4133,39,0,0
14,14,18,6680,49,0,0
8,10,19,20251,37,0,0
11,8,35,8575,47,0,0
11,8,13,6449,39,0,0
6,4,5,15878,39,0,0
7,11,38,19710,59,0,0
11,8,44,9464,37,0,108
11,8,16,10990,29,0,0
15,9,29,14660,49,0,0
1,6,47,7859,15,0,0
0,5,11,15125,39,0,0
11,8,2,17505,41,0,0
11,8,19,8742,39,0,0
9,12,26,6347,39,0,0
10,15,22,8526,39,0,0
9,12,39,8654,41,0,0
15,9,7,12903,39,0,0
11,8,23,6783,59,0,0
7,11,28,5765,49,0,0
12,13,39,10855,39,0,0
11,8,29,6084,39,0,0
9,12,18,11072,39,0,0
14,14,19,20729,59,0,0
14,14,33,12572,49,0,0
5,3,44,12642,20,0,0
8,10,14,10990,59,51,0
15,9,46,9694,39,0,0
8,10,24,13228,39,0,0
11,8,31,8945,39,0,0
11,8,28,8736,34,0,0
11,8,7,10466,39,0,0
15,9,17,4143,39,0,0
9,12,10,880,39,0,0
8,10,9,1892,47,0,0
11,8,10,11400,39,0,0
8,10,38,20526,39,0,0
11,8,21,4584,39,0,0
11,8,14,10561,39,0,0
7,11,34,10104,39,0,0
2,7,39,2387,39,0,0
7,11,22,835,39,0,0
15,9,33,17663,39,0,0
9,12,17,4321,39,55,0
11,8,27,20735,49,0,60
11,8,4,1910,39,0,0
15,9,20,10309,68,0,0
0,5,17,10230,39,0,0
2,7,1,5202,29,0,0
11,8,17,13237,76,0,43
11,8,21,5393,64,0,0
11,8,2,13759,11,0,0
11,8,29,9740,39,0,0
15,9,2,19509,24,0,0
15,9,5,20629,19,0,0
11,8,21,12312,49,0,0
12,13,16,9325,49,0,105
11,8,66,13962,7,0,0
15,9,17,1778,39,0,0
11,8,21,8054,39,0,0
15,9,16,5523,39,0,0
11,8,10,9342,39,46,0
11,8,21,8236,59,0,0
15,9,8,4665,24,0,0
11,8,21,186,39,0,0
9,12,35,15442,47,0,0
12,13,16,18438,49,0,0
1,6,0,15818,19,0,0
9,12,11,5942,59,0,90
11,8,35,1241,39,0,0
11,8,17,4931,39,0,36
9,12,8,7620,14,0,0
6,4,0,6558,25,0,0
11,8,5,16810,76,0,0
11,8,5,17358,39,0,0
15,9,29,11651,39,46,0
11,8,41,18782,39,0,0
15,9,22,7838,34,0,0
15,9,42,6369,39,0,0
11,8,44,8523,39,0,0
8,10,15,18228,44,0,0
9,12,33,9550,39,0,0
11,8,34,629,39,0,0
9,12,26,3545,44,0,0
15,9,3,15884,39,0,0
9,12,21,10682,39,0,0
8,10,27,12877,39,0,0
8,10,11,19214,49,0,0
12,13,33,14401,39,0,0
10,15,36,2433,49,0,0
9,12,25,248,44,0,0
12,13,30,11802,44,0,0
11,8,22,5893,39,0,0
11,8,21,953,59,0,0
9,12,17,9549,49,0,0
15,9,23,3449,39,0,0
15,9,46,8847,19,0,0
15,9,36,19614,39,0,0
8,10,26,11461,47,0,0
15,9,11,2454,59,31,0
11,8,51,11209,9,0,0
5,3,5,13987,39,0,0
9,12,29,20539,37,0,0
11,8,40,16764,39,0,0
11,8,21,6018,34,0,0
12,13,49,11918,39,0,0
7,11,12,6422,39,0,0
9,12,37,16153,49,0,94
11,8,21,9696,39,0,0
1,6,18,13645,7,0,0
9,12,13,9119,36,0,0
11,8,22,18706,39,0,0
12,13,14,17705,39,0,0
11,8,33,9089,49,0,0
11,8,13,9803,59,0,0
9,12,8,11552,39,0,0
9,12,7,13701,39,0,0
11,8,42,9561,39,72,0
9,12,28,12718,14,0,0
4,2,47,16245,19,0,0
2,7,44,5770,39,0,0
8,10,25,11729,39,0,0
4,2,11,17454,39,0,0
11,8,36,5972,39,0,0
1,6,16,9166,6,0,0
12,13,17,15986,39,0,0
15,9,24,9587,47,0,0
15,9,50,16829,23,0,98
7,11,29,10207,26,0,0
11,8,15,7456,39,0,0
11,8,24,12532,39,0,0
9,12,13,2762,39,0,0
9,12,37,8111,49,0,0
11,8,16,10766,39,0,0
11,8,3,19629,31,0,0
9,12,17,5467,39,0,0
15,9,3,14386,29,0,0
11,8,0,7663,39,0,0
15,9,28,12446,47,0,0
11,8,4,16329,39,0,0
9,12,8,11892,39,0,0
11,8,21,6303,40,0,0
1,6,0,9799,14,0,0
11,8,18,14258,29,0,0
9,12,21,4105,39,0,0
7,11,31,20718,55,0,0
11,8,8,1515,39,0,0
12,13,40,15250,39,0,0
9,12,15,17133,49,0,0
9,12,22,17184,29,0,0
9,12,6,12727,34,0,0
11,8,4,18422,44,0,0
11,8,30,4500,47,0,0
5,3,8,11468,39,0,0
1,6,1,284,34,0,0
15,9,24,12404,39,0,71
11,8,2,10294,14,0,0
11,8,7,2677,41,0,0
9,12,40,6167,49,0,108
10,15,34,9638,39,86,0
11,8,15,4419,39,0,0
8,10,11,11962,44,0,0
9,12,23,2751,72,0,0
15,9,4,19332,19,0,0
9,12,28,625,39,0,0
2,7,0,695,24,0,0
0,5,38,10182,49,0,0
15,9,25,9635,39,0,0
11,8,32,12628,37,0,0
11,8,21,1424,39,0,0
9,12,33,7268,39,0,0
11,8,30,9268,47,0,0
9,12,26,12209,39,0,0
9,12,22,15063,39,0,0
11,8,25,20241,29,0,0
11,8,15,20950,49,0,0
7,11,27,15699,39,0,32
14,14,33,8375,76,0,118
11,8,38,307,44,0,0
11,8,20,9167,39,0,0
11,8,42,4971,39,0,0
1,6,39,4191,39,0,0
2,7,16,18567,31,0,0
9,12,18,4288,39,0,0
11,8,27,8017,39,0,0
11,8,40,16404,39,0,0
15,9,14,5422,39,0,0
1,6,1,17004,14,0,0
11,8,26,1551,68,0,0
11,8,16,7579,39,0,0
15,9,1,21075,24,0,0
9,12,30,9258,39,0,0
11,8,36,5307,39,0,0
8,10,42,7055,34,0,0
12,13,18,11182,37,0,0
0,5,32,17019,39,0,0
7,11,9,21266,39,0,0
11,8,8,475,59,0,0
12,13,19,13709,29,0,0
11,8,12,12342,44,0,0
0,5,35,9637,24,0,0
9,12,33,11231,49,0,0
9,12,5,5539,39,0,0
12,13,27,4671,39,0,0
8,10,15,9380,39,0,0
11,8,32,6004,37,0,0
3,1,14,21319,44,0,0
11,8,16,14655,39,0,0
11,8,33,4975,14,0,0
11,8,45,5901,39,0,0
15,9,9,1918,39,49,0
11,8,29,946,14,0,0
9,12,38,12524,39,0,91
11,8,32,803,19,0,0
11,8,5,12670,39,0,0
9,12,26,7411,37,0,0
15,9,41,15571,41,0,0
12,13,31,13886,39,0,108
1,6,4,1852,49,0,0
5,3,50,10185,19,0,0
1,6,22,11479,39,0,0
8,10,35,18627,39,0,0
9,12,8,17440,39,0,0
15,9,10,5057,59,0,0
1,6,1,10962,19,0,0
11,8,24,10835,39,0,0
10,15,42,13289,49,0,0
7,11,6,21160,43,0,0
11,8,25,4027,14,0,0
14,14,37,2926,29,0,0
11,8,22,16118,59,0,0
6,4,40,11722,39,0,0
0,5,34,8771,24,0,0
5,3,14,8275,39,0,0
15,9,7,18565,44,0,0
15,9,18,9639,39,0,0
9,12,9,18592,39,0,0
10,15,25,21051,44,0,0
11,8,14,7904,44,0,0
9,12,29,8188,39,0,0
9,12,21,18628,36,0,0
9,12,34,17621,39,0,0
11,8,10,13226,39,0,0
9,12,16,5581,44,0,0
15,9,5,20625,47,0,0
11,8,55,9758,39,0,0
9,12,8,11539,39,0,0
